SHIP_ID,IMO,MMSI,CALLSIGN,SHIPNAME,TYPE_COLOR,LAST_POS,TIMEZONE,CODE2,COUNTRY,COUNT_PHOTOS,NEXT_PORT_NAME,NEXT_PORT_COUNTRY,NEXT_PORT_ID,ETA,DESTINATION,CURRENT_PORT_COUNTRY,TYPE_SUMMARY,COURSE,LON,LAT,INLAND_ENI,STATUS_NAME,YOB,DWT,CURRENT_PORT_UNLOCODE,AREA_CODE,ETA_OFFSET,SPEED,DRAUGHT,LENGTH,WIDTH,STATUS,ETA_UPDATED,DISTANCE_TO_GO,AREA_NAME,PORT_ID,CURRENT_PORT,COLLECTION_NAME,CTA_ROUTE_FORECAST
239272,0,244670263,PD3267,W.DE BEIJER SR,7,1688126537,1,NL,Netherlands,92,TRECHTINGSHAUSEN,DE,25519,,TRECHLINGSHAUZE,,Cargo,232,7.65981,50.17359,02324011,Underway using Engine,,,,"INLEU - Inland, Europe",,5.9,0.1,172.0,11.5,ACTIVE,,0,"Inland, Europe",,,-,false
236258,0,244650849,PF2429,CAMARO II,7,1688194570,1,NL,Netherlands,90,BASEL,CH,2291,1686009600.0,,,Cargo,,7.678401,48.28003,02324795,Moored,,,,"INLEU - Inland, Europe",2,0.1,5.6,97.6,11.4,ACTIVE,,0,"Inland, Europe",,,-,false
245130,0,244710657,PI3339,DEZI,7,1688200298,1,NL,Netherlands,98,ROTTERDAM,NL,2036,,ROTTERDAM,,Cargo,153,6.602016,51.64917,02326350,Underway using Engine,,,,"INLEU - Inland, Europe",,5.4,3.6,135.0,11.4,ACTIVE,,0,"Inland, Europe",,,-,false
243491,9174177,244700830,PC4767,RIVER PRIDE,8,1688200301,1,NL,Netherlands,119,,,,,NACH HAUSE,,Tanker,270,5.681792,51.89603,02323544,Underway using Engine,1998,1500,,"INLEU - Inland, Europe",,9.8,2.0,85.6,10.5,ACTIVE,,0,North Sea,,,-,false
36558,0,211519100,DD2860,HELGA DEYMANN,8,1688193045,1,DE,Germany,149,,,,-2208988800.0,HEEN EN WEER,,Tanker,22,7.642205,48.20473,02327108,Underway using Engine,,,,"INLEU - Inland, Europe",,10.6,0.4,110.0,11.4,ACTIVE,,0,"Inland, Europe",,,-,false
135924,0,211473820,DC3723,URSULA VALENTIN,8,1688200237,2,DE,Germany,109,KOELN,DE,1515,1683381600.0,KOELN,DE,Tanker,,6.984097,50.9537,05501570,Stopped,,,DECGN,"INLEU - Inland, Europe",2,0.0,2.6,110.2,10.4,ACTIVE,,0,"Inland, Europe",1515,KOELN,-,false
137331,0,211498130,DJ4191,LADY CRISTINA,6,1688200189,2,DE,Germany,76,BASEL,CH,2291,,BASEL,DE,Passenger,,8.454699,49.31273,07001828,Moored,,,DESPE,"INLEU - Inland, Europe",,0.0,1.6,110.0,11.4,ACTIVE,2023-07-01 08:04:00,111,"Inland, Europe",25375,SPEYER,-,true
137437,0,211500430,DA5424,J0SEF JAEGERS,8,1688200306,1,DE,Germany,112,KARLSRUHE,DE,1741,,KARSRUHE,,Tanker,206,6.854452,51.087,04503500,Underway using Engine,,,,"INLEU - Inland, Europe",,5.4,2.0,135.0,12.0,ACTIVE,2023-07-01 05:56:00,304,"Inland, Europe",,,-,true
139800,0,211531660,DC9905,SCHLOSS VERSAILLES,8,1688114315,2,DE,Germany,82,MARL,DE,20496,1688009400.0,MARL,DE,Tanker,88,6.786422,51.64869,04033460,Underway using Engine,,,DEDON,"INLEU - Inland, Europe",2,5.8,1.8,110.0,10.0,ACTIVE,2023-06-30 08:44:00,11,"Inland, Europe",20500,DORSTEN,-,true
141855,0,211589950,DGCJ2,PILOT EXPLORER,3,1688200263,2,DE,Germany,112,BRUNSBUETTEL,DE,1497,1687039200.0,BRUNSBUETTEL,DE,Special Craft,206,8.61793,53.16485,,Stopped,,,DELEW,"INLEU - Inland, Europe",2,0.0,3.9,20.0,12.0,ACTIVE,,0,North Sea,468,LEMWERDER,-,false
241325,9329514,244750137,PI2939,ESCAPE,8,1688200211,2,NL,Netherlands,117,,,,-2208988800.0,UNKNOWN,DE,Tanker,63,8.720201,50.10641,02326988,Moored,2005,3495,DEFRA,"INLEU - Inland, Europe",,0.5,1.4,125.0,12.0,ACTIVE,,0,"Inland, Europe",3938,FRANKFURT AM MAIN,-,false
236311,0,244650903,PD4294,DESAFIO,7,1688200281,1,NL,Netherlands,87,ZWOLLE,NL,2152,-2208988800.0,ZWOLLE,,Cargo,244,8.270982,53.15237,02313455,Underway using Engine,,,,"INLEU - Inland, Europe",1,6.3,0.4,86.0,9.5,ACTIVE,,0,North Sea,,,-,false
236325,0,244650917,PH8825,CONDOR,7,1688171937,2,NL,Netherlands,151,LYON,FR,20502,-2208988800.0,,FR,Cargo,236,4.834988,45.7213,02331400,Stopped,,,FRLIO,"INLEU - Inland, Europe",1,0.0,11.2,110.0,12.0,ACTIVE,,0,"Inland, Europe",20502,LYON,-,false
302391,8511914,511100682,T8A3870,BMO RIVER,7,1688200210,3,PW,Palau,23,RENI,UA,17216,1685959200.0,UARNI ANC,UA,Cargo,163,28.31352,45.35861,,At Anchor,1986,1613,,"INLEU - Inland, Europe",3,0.1,2.4,79.1,11.3,ACTIVE,,0,"Inland, Europe",22904,RENI ANCH,-,false
251055,0,244780488,PA3307,PIZ ROSEG,8,1688199825,1,NL,Netherlands,106,,,,,FLOERSHEIM,,Tanker,168,6.422,51.74437,02335138,Underway using Engine,,,,"INLEU - Inland, Europe",,5.9,2.1,110.0,11.4,ACTIVE,,0,"Inland, Europe",,,-,false
4441470,0,269057577,HE7577,THOMAS HARDY,6,1688176175,2,CH,Switzerland,88,BUDAPEST,HU,82,,BUDAPEST,,Passenger,290,24.01596,43.73549,07002048,Underway using Engine,,,,"INLEU - Inland, Europe",,8.6,1.6,135.0,11.5,ACTIVE,2023-07-01 02:03:00,404,"Inland, Europe",,,-,true
330436,0,269057462,HE7462,VIKING DELLING,6,1688084255,1,CH,Switzerland,27,,,,,AVIGNON,,Passenger,,4.867678,45.52128,07001982,Moored,,,,"INLEU - Inland, Europe",,0.0,2.0,136.0,11.2,ACTIVE,,0,"Inland, Europe",,,-,false
241955,9044906,244690863,PG2032,REIMERSWAAL,8,1688200270,1,NL,Netherlands,76,MOERDIJK,NL,398,1678269600.0,MOERDIJK,,Tanker,247,6.07225,51.29415,02321119,Underway using Engine,1993,4000,,"INLEU - Inland, Europe",1,8.7,3.0,110.0,11.4,ACTIVE,,0,"Inland, Europe",1911,,-,false
243064,0,244700399,PD8100,TIM,7,1688200231,2,NL,Netherlands,133,MAINZ,DE,5088,1686812400.0,MAINZ,DE,Cargo,26,8.32461,49.97044,02324819,Moored,,,DEMAI,"INLEU - Inland, Europe",2,0.0,0.2,193.0,22.4,ACTIVE,,0,"Inland, Europe",5088,MAINZ,-,false
33890,0,244710305,PI2069,AMETHYST,7,1688200270,2,NL,Netherlands,73,FRANKFURT AM MAIN,DE,3938,-2208988800.0,FRANKFURT,DE,Cargo,102,8.335357,49.99934,02327085,Underway using Engine,2005,,DEGIG,"INLEU - Inland, Europe",1,4.0,0.2,190.0,12.0,ACTIVE,,0,"Inland, Europe",5087,GUSTAVSBURG,-,false
129258,0,211177440,DH5047,NASENBAER,7,1688183413,1,DE,Germany,105,,,,1679248800.0,HANNOVER,,Cargo,0,7.31618,52.46693,04805260,Stopped,,,,"INLEU - Inland, Europe",,0.0,2.5,80.0,9.5,ACTIVE,,0,North Sea,,,-,false
5322030,0,269057626,HE7626,VIKTORIA,6,1688200106,2,CH,Switzerland,154,PASSAU,DE,1522,,PASSAU,AT,Passenger,168,16.36555,48.26663,09948008,Moored,,,ATVIE,"INLEU - Inland, Europe",,0.1,1.6,127.7,11.4,ACTIVE,2023-07-01 08:19:00,123,"Inland, Europe",5012,WIEN,-,true
5434760,0,248725000,HA4780,ALENA I,6,1688199728,2,MT,Malta,66,PASSAU,DE,1522,,PASSAU,DE,Passenger,176,11.06988,49.40355,02337442,Moored,,,DENUE,"INLEU - Inland, Europe",,0.4,1.9,135.0,11.4,ACTIVE,2023-07-01 05:01:00,101,"Inland, Europe",1521,NUREMBERG,-,true
5849876,0,211816700,DF3428,MANFRED DEYMANN 1 2,7,1688199941,1,DE,Germany,131,LUDWIGSHAFEN,DE,2160,1688221080.0,DEWOE03900CITYX03612,,Cargo,177,8.355135,49.91551,02324818,Underway using Engine,,,,"INLEU - Inland, Europe",2,5.4,2.1,110.0,34.2,ACTIVE,2023-07-01 08:15:00,29,"Inland, Europe",,,-,true
239443,0,244670435,PG6932,KRABBENKREEK,7,1688186834,1,NL,Netherlands,112,TERNEUZEN,NL,133,-2208988800.0,,,Cargo,267,3.325945,50.82769,02324672,Stopped,,,,"INLEU - Inland, Europe",1,0.0,7.2,86.0,9.5,ACTIVE,,0,"Inland, Europe",,,-,false
236304,0,244650896,PD3959,CYRANO,7,1688200303,1,NL,Netherlands,104,HARLINGEN,NL,121,,HARLINGEN,,Cargo,269,4.742068,51.72655,02328757,Underway using Engine,2006,,,"INLEU - Inland, Europe",,6.1,1.7,110.0,11.5,ACTIVE,2023-07-01 07:35:00,151,North Sea,,,-,true
235743,0,244730408,PA3052,VICTOR,3,1688197276,2,NL,Netherlands,125,VEGHEL,NL,2097,1688151300.0,ROTTERDAM,NL,Other,292,5.459732,51.64467,06003514,Stopped,,,NLVEG,"INLEU - Inland, Europe",2,5.4,0.2,105.0,9.5,ACTIVE,,0,North Sea,,VEGHEL,-,false
216163,0,243071722,HGQV,ULM,7,1688194353,2,HU,Hungary,131,ANTWERP,BE,117,,ANTWERP,DE,Cargo,268,8.953878,50.07941,04002620,Underway using Engine,,,DEMLM,"INLEU - Inland, Europe",,6.7,1.7,105.0,9.0,ACTIVE,2023-07-01 06:53:00,269,"Inland, Europe",5085,MUHLHEIM AM MAIN,-,true
262734,9479187,245784000,PH4483,RWS 72,3,1688200203,1,NL,Netherlands,54,,,,-2208988800.0,PATROL,,Special Craft,307,5.4579,51.89028,03900009,Stopped,2009,,,"INLEU - Inland, Europe",,0.0,13.0,24.0,6.0,ACTIVE,,0,North Sea,,,-,false
3351585,0,244660696,PH3892,MORPHEUS,7,1688123309,1,NL,Netherlands,85,,,,1688130120.0,PORT PUBLIC DE COMME,,Cargo,339,6.042119,48.91909,02007196,Underway using Engine,,,,"INLEU - Inland, Europe",,4.5,3.0,85.0,10.0,ACTIVE,,0,"Inland, Europe",,,-,false
330433,0,269057459,HE7459,VIKING HERMOD,6,1688200193,2,CH,Switzerland,55,BASEL,CH,2291,,BASEL,FR,Passenger,124,4.835603,45.75144,07001977,Moored,,,FRLIO,"INLEU - Inland, Europe",,0.0,1.9,135.0,11.4,ACTIVE,,0,"Inland, Europe",20502,LYON,-,false
3574521,0,211691020,DK8508,STEINBURG,8,1688196863,1,DE,Germany,120,HAMBURG,DE,172,-2208988800.0,HAMBURG,,Tanker,,10.52252,53.17032,04812070,Moored,2014,,,"INLEU - Inland, Europe",1,0.0,1.8,86.0,10.0,ACTIVE,,0,"Inland, Europe",,,-,false
226514,0,244210547,PH3098,VOLHARDING,7,1688200300,2,NL,Netherlands,136,MANNHEIM,DE,2159,-2208988800.0,MANNHEIM,DE,Cargo,164,8.427326,49.53159,02323163,Underway using Engine,,,DELUH,"INLEU - Inland, Europe",1,6.1,2.1,110.0,10.5,ACTIVE,,0,"Inland, Europe",2160,LUDWIGSHAFEN,-,false
233977,0,244630153,PE5621,ROSANNE,7,1688200284,1,NL,Netherlands,93,EEMSHAVEN,NL,177,1683281640.0,NLEEM00406HRBAR00333,,Cargo,0,5.137752,51.98981,02331119,Moored,,,,"INLEU - Inland, Europe",2,0.0,0.1,0.2,11.5,ACTIVE,,0,North Sea,,,-,false
243039,9031600,244700374,PG8014,MEZZOFORTE,8,1688200298,1,NL,Netherlands,95,AMSTERDAM,NL,1766,,AMSTERDAM AFRIKAHAVE,,Tanker,29,6.966048,51.00719,02318901,Underway using Engine,1991,4000,,"INLEU - Inland, Europe",,10.3,2.0,110.0,11.4,ACTIVE,2023-07-01 08:11:00,132,"Inland, Europe",,,-,true
243556,9485942,244700896,PC2397,TERZO,8,1688200300,1,NL,Netherlands,109,ANTWERP,BE,117,,ANTWERPEN,,Tanker,161,7.688958,52.1982,02330163,Underway using Engine,2008,1627,,"INLEU - Inland, Europe",,6.5,0.1,85.0,10.0,ACTIVE,,0,"Inland, Europe",,,-,false
